episode, reward, f1_score, recall, specificity, precision, size, nodes, transitions, duration, steps
0, 2.317912534960589, 0.8421052631578948, 0.8, 0.9, 0.8888888888888888, 0.25, 69, 131, 2.284578, 35
1, 0.0358198351804494, 0.7777777777777777, 0.7, 0.9, 0.875, 0.021739130434782594, 90, 160, 0.182592, 3
2, 0.0358198351804494, 0.7777777777777777, 0.7, 0.9, 0.875, 0.021739130434782594, 90, 160, 0.190409, 3
3, -0.04071207430340551, 0.8421052631578948, 0.8, 0.9, 0.8888888888888888, 0.021739130434782594, 90, 158, 0.191723, 3
4, 0.0358198351804494, 0.7777777777777777, 0.7, 0.9, 0.875, 0.021739130434782594, 90, 160, 0.158575, 3
5, 0.06798357787050802, 0.8421052631578948, 0.8, 0.9, 0.8888888888888888, 0.03260869565217395, 89, 157, 0.191417, 3
6, 0.0358198351804494, 0.7777777777777777, 0.7, 0.9, 0.875, 0.021739130434782594, 90, 160, 0.176425, 3
7, 0.06798357787050802, 0.8421052631578948, 0.8, 0.9, 0.8888888888888888, 0.03260869565217395, 89, 157, 0.190851, 3
8, 3.5135647088736333, 0.8421052631578948, 0.8, 0.9, 0.8888888888888888, 0.3695652173913043, 58, 122, 3.379726, 54
9, 0.0358198351804494, 0.7777777777777777, 0.7, 0.9, 0.875, 0.021739130434782594, 90, 160, 0.162672, 3
10, 0.06798357787050802, 0.8421052631578948, 0.8, 0.9, 0.8888888888888888, 0.03260869565217395, 89, 157, 0.214491, 3
11, 3.8524844720496905, 0.8571428571428572, 0.9, 0.8, 0.8181818181818182, 0.4130434782608695, 54, 112, 3.303301, 50
12, 8.054347826086962, 0.9, 0.9, 0.9, 0.9, 0.8152173913043479, 17, 45, 7.577982, 106
